SECTOR;MES;TITULO;NARRATIVA;OPCION_A_TXT;OPCION_A_LOGIC;OPCION_B_TXT;OPCION_B_LOGIC;OPCION_C_TXT;OPCION_C_LOGIC;OPCION_D_TXT;OPCION_D_LOGIC
AUTOEMPLEO;22;Code;Open.;Mío.;secretive 10;Todo.;altruism 15;Parte.;astute 15;Dinero.;diplomacy 10
AUTOEMPLEO;23;Becario;Idea.;Líder.;humility 15;Robo.;mischievous 15;Mato.;arrogant 20;Sueldo.;astute 10
AUTOEMPLEO;24;Factura;Error.;Despido.;cruel 15;Asumo.;locus_control 20;Lloro.;negotiation 10;Huyo.;mischievous 15
AUTOEMPLEO;25;Troll;Influencer.;Zasca.;excitable 10;Soborno.;bribery 10;Ignoro.;arrogant 10;Fakes.;mischievous 20
AUTOEMPLEO;26;Cultura;Tíos.;Sigo.;clique 10;Diversidad.;social_justice 15;Fotos.;mischievous 15;Curso.;cautious 10
AUTOEMPLEO;27;Crimen;Narcos.;Miro.;mercenary 10;Policía.;diligent 15;Crypto.;mischievous 20;Baneo.;cautious 10
AUTOEMPLEO;28;Despido;Rumor.;Miento.;mischievous 15;Verdad.;honesty 15;Vacio.;ambiguity_tolerance 10;Amenazo.;cruel 15
AUTOEMPLEO;29;Código;Malo.;Paro.;diligent 20;Parche.;cautious 10;Capas.;innovativeness 10;Externo.;delegation 10
AUTOEMPLEO;30;Crisis;Cisne.;Hiberno.;cautious 15;Pivoto.;innovativeness 25;Cierro.;honesty 15;Gasto.;risk_propensity 20
AUTOEMPLEO;31;Niebla;Futuro.;Avanzo.;ambiguity_tolerance 20 | self_efficacy 15;Congelo.;ambiguity_tolerance 5 | self_efficacy 5;Copio.;ambiguity_tolerance -5;Voto.;cautious 5
AUTOEMPLEO;32;Golpe;Cliente.;Asumo.;locus_control 20 | emotional_stability 15;Maldigo.;locus_control 5 | emotional_stability 5;Suplico.;locus_control -5;Día.;cautious 5
AUTOEMPLEO;33;Soledad;Decisión.;Decido.;autonomy 20 | self_efficacy 15;Mentor.;autonomy 5 | self_efficacy 5;Pos pongo.;autonomy -5;Tibia.;cautious 5
AUTOEMPLEO;34;Caos;Romper.;Sí.;innovativeness 20 | risk_propensity 15;No.;innovativeness 5 | risk_propensity 5;Piloto.;innovativeness -5;Espero.;cautious 5
AUTOEMPLEO;35;Meta;Alta.;Redoblo.;achievement 20 | locus_control 15;Bajo.;achievement 5 | locus_control 5;Culpo.;achievement -5;Abandono.;cautious 5
AUTOEMPLEO;36;Info;40%.;Intuición.;ambiguity_tolerance 20 | risk_propensity 15;Consultor.;ambiguity_tolerance 5 | risk_propensity 5;Espero.;ambiguity_tolerance -5;Suerte.;cautious 5
AUTOEMPLEO;37;Crítica;Redes.;Elegante.;emotional_stability 20 | self_efficacy 15;Enfado.;emotional_stability 5 | self_efficacy 5;Hundo.;emotional_stability -5;Escondo.;cautious 5
AUTOEMPLEO;38;Burocracia;Control.;Mínimo.;autonomy 20 | innovativeness 15;Total.;autonomy 5 | innovativeness 5;Caos.;autonomy -5;Copio.;cautious 5
AUTOEMPLEO;39;Esfuerzo;Resultado.;Resultado.;achievement 20 | locus_control 15;Felicito.;achievement 5 | locus_control 5;Quejo.;achievement -5;Bajo.;cautious 5
AUTOEMPLEO;40;Reinvención;Skill.;Aprendo.;achievement 20 | self_efficacy 15;Delego.;achievement 5 | self_efficacy 5;Ignoro.;achievement -5;Vendo.;cautious 5
INTRA;1;MVP;Lanzar.;Visión.;mischievous 15 | arrogant 5;Retraso.;diligent 10;Secreto.;cautious 10;Beta.;achievement 20
INTRA;2;Inversor;Dinero.;Firmo.;risk_propensity 15;Rechazo.;arrogant 10;Negocio.;negotiation 10;Familia.;cautious 10
INTRA;3;Pivote;Cambio.;Pivoto.;innovativeness 20;Sigo.;arrogant 10;Doble.;imaginative 10;Vendo.;mercenary 10
INTRA;4;Tirano;CTO.;Despido.;emotional_stability 15;Aíslo.;astute 10;Coach.;optimism 10;Apoyo.;achievement 15
INTRA;5;Spam;Growth.;Hazlo.;mischievous 20;No.;diligent 15;Falso.;mischievous 15;Legal.;cautious 10
INTRA;6;Caída;Server.;Grito.;excitable 15;Calma.;emotional_stability 20;Tweet.;imaginative 10;Consultor.;dependent 15
INTRA;7;Venta;Google.;Vendo.;cautious 10;No.;arrogant 15;Protección.;negotiation 10;Doble.;astute 10
INTRA;8;Deuda;Chapuza.;Hago.;achievement 15;No.;arrogant 10;Consultoría.;astute 15;Mentira.;mischievous 15
INTRA;9;Amazon;Competencia.;Pánico.;excitable 15;Nicho.;astute 15;Guerra.;melodramatic 10;Ignoro.;emotional_stability 20
INTRA;10;Métricas;Reporte.;Maquillo.;mischievous 15;Verdad.;diligent 15;Cambio.;astute 10;Nada.;passive_aggressive 15
INTRA;11;Remoto;Equipo.;Oficina.;arrogant 10;Remoto.;innovativeness 15;Local.;cautious 10;Espía.;skeptical 15
INTRA;12;Nómina;Dinero.;Gratis.;leadership 15;Crédito.;self_sacrifice 15;Despido.;toughness 15;Miento.;mischievous 20
INTRA;13;Moda;IA.;Jugar.;innovativeness 20;Foco.;diligent 15;Mentira.;mischievous 15;Pivote.;impulsive 15
INTRA;14;Unit;Pérdida.;Servicios.;cautious 10;Sigo.;mischievous 10;Vendo.;mercenary 10;Precio.;arrogant 10
INTRA;15;Hacker;Rescate.;Pago.;diligent 15;Ignoro.;arrogant 10;Contrato.;astute 15;Amenazo.;aggressive 10
INTRA;16;Amigo;Trabajo.;Contrato.;dependent 15;No.;diligent 15;Inventado.;cautious 10;CV.;altruism 10
INTRA;17;Burnout;Quemado.;Vendo.;self_preservation 15;CEO.;delegation 15;Retiro.;irresponsibility 15;Pastillas.;melodramatic 15
INTRA;18;Legal;Gris.;Tiro.;mischievous 10;Freno.;diligent 15;Lobby.;arrogant 10;Paraíso.;astute 10
INTRA;19;Haters;Reviews.;Agresivo.;excitable 15;Rediseño.;humility 15;Falsas.;mischievous 20;Lloro.;melodramatic 15
INTRA;20;Robar;Talento.;Ficho.;mercenary 15;Convenzo.;cautious 10;Externo.;mischievous 15;Paso.;diligent 10
INTRA;21;Fama;Forbes.;Disfruto.;narcissism 15;Impostor.;diligence 15;Vendo.;astute 15;Burla.;skepticism 10
INTRA;22;Code;Open.;Mío.;secretive 10;Todo.;altruism 15;Parte.;astute 15;Dinero.;diplomacy 10
INTRA;23;Becario;Idea.;Líder.;humility 15;Robo.;mischievous 15;Mato.;arrogant 20;Sueldo.;astute 10
INTRA;24;Factura;Error.;Despido.;cruel 15;Asumo.;locus_control 20;Lloro.;negotiation 10;Huyo.;mischievous 15
INTRA;25;Troll;Influencer.;Zasca.;excitable 10;Soborno.;bribery 10;Ignoro.;arrogant 10;Fakes.;mischievous 20
INTRA;26;Cultura;Tíos.;Sigo.;clique 10;Diversidad.;social_justice 15;Fotos.;mischievous 15;Curso.;cautious 10
INTRA;27;Crimen;Narcos.;Miro.;mercenary 10;Policía.;diligent 15;Crypto.;mischievous 20;Baneo.;cautious 10
INTRA;28;Despido;Rumor.;Miento.;mischievous 15;Verdad.;honesty 15;Vacio.;ambiguity_tolerance 10;Amenazo.;cruel 15
INTRA;29;Código;Malo.;Paro.;diligent 20;Parche.;cautious 10;Capas.;innovativeness 10;Externo.;delegation 10
INTRA;30;Crisis;Cisne.;Hiberno.;cautious 15;Pivoto.;innovativeness 25;Cierro.;honesty 15;Gasto.;risk_propensity 20
INTRA;31;Niebla;Futuro.;Avanzo.;ambiguity_tolerance 20 | self_efficacy 15;Congelo.;ambiguity_tolerance 5 | self_efficacy 5;Copio.;ambiguity_tolerance -5;Voto.;cautious 5
INTRA;32;Golpe;Cliente.;Asumo.;locus_control 20 | emotional_stability 15;Maldigo.;locus_control 5 | emotional_stability 5;Suplico.;locus_control -5;Día.;cautious 5
INTRA;33;Soledad;Decisión.;Decido.;autonomy 20 | self_efficacy 15;Mentor.;autonomy 5 | self_efficacy 5;Pos pongo.;autonomy -5;Tibia.;cautious 5
INTRA;34;Caos;Romper.;Sí.;innovativeness 20 | risk_propensity 15;No.;innovativeness 5 | risk_propensity 5;Piloto.;innovativeness -5;Espero.;cautious 5
INTRA;35;Meta;Alta.;Redoblo.;achievement 20 | locus_control 15;Bajo.;achievement 5 | locus_control 5;Culpo.;achievement -5;Abandono.;cautious 5
INTRA;36;Info;40%.;Intuición.;ambiguity_tolerance 20 | risk_propensity 15;Consultor.;ambiguity_tolerance 5 | risk_propensity 5;Espero.;ambiguity_tolerance -5;Suerte.;cautious 5
INTRA;37;Crítica;Redes.;Elegante.;emotional_stability 20 | self_efficacy 15;Enfado.;emotional_stability 5 | self_efficacy 5;Hundo.;emotional_stability -5;Escondo.;cautious 5
INTRA;38;Burocracia;Control.;Mínimo.;autonomy 20 | innovativeness 15;Total.;autonomy 5 | innovativeness 5;Caos.;autonomy -5;Copio.;cautious 5
INTRA;39;Esfuerzo;Resultado.;Resultado.;achievement 20 | locus_control 15;Felicito.;achievement 5 | locus_control 5;Quejo.;achievement -5;Bajo.;cautious 5
INTRA;40;Reinvención;Skill.;Aprendo.;achievement 20 | self_efficacy 15;Delego.;achievement 5 | self_efficacy 5;Ignoro.;achievement -5;Vendo.;cautious 5
SOCIAL;1;MVP;Lanzar.;Visión.;mischievous 15 | arrogant 5;Retraso.;diligent 10;Secreto.;cautious 10;Beta.;achievement 20
SOCIAL;2;Inversor;Dinero.;Firmo.;risk_propensity 15;Rechazo.;arrogant 10;Negocio.;negotiation 10;Familia.;cautious 10
SOCIAL;3;Pivote;Cambio.;Pivoto.;innovativeness 20;Sigo.;arrogant 10;Doble.;imaginative 10;Vendo.;mercenary 10
SOCIAL;4;Tirano;CTO.;Despido.;emotional_stability 15;Aíslo.;astute 10;Coach.;optimism 10;Apoyo.;achievement 15
SOCIAL;5;Spam;Growth.;Hazlo.;mischievous 20;No.;diligent 15;Falso.;mischievous 15;Legal.;cautious 10
SOCIAL;6;Caída;Server.;Grito.;excitable 15;Calma.;emotional_stability 20;Tweet.;imaginative 10;Consultor.;dependent 15
SOCIAL;7;Venta;Google.;Vendo.;cautious 10;No.;arrogant 15;Protección.;negotiation 10;Doble.;astute 10
SOCIAL;8;Deuda;Chapuza.;Hago.;achievement 15;No.;arrogant 10;Consultoría.;astute 15;Mentira.;mischievous 15
SOCIAL;9;Amazon;Competencia.;Pánico.;excitable 15;Nicho.;astute 15;Guerra.;melodramatic 10;Ignoro.;emotional_stability 20
SOCIAL;10;Métricas;Reporte.;Maquillo.;mischievous 15;Verdad.;diligent 15;Cambio.;astute 10;Nada.;passive_aggressive 15
SOCIAL;11;Remoto;Equipo.;Oficina.;arrogant 10;Remoto.;innovativeness 15;Local.;cautious 10;Espía.;skeptical 15
SOCIAL;12;Nómina;Dinero.;Gratis.;leadership 15;Crédito.;self_sacrifice 15;Despido.;toughness 15;Miento.;mischievous 20
SOCIAL;13;Moda;IA.;Jugar.;innovativeness 20;Foco.;diligent 15;Mentira.;mischievous 15;Pivote.;impulsive 15
SOCIAL;14;Unit;Pérdida.;Servicios.;cautious 10;Sigo.;mischievous 10;Vendo.;mercenary 10;Precio.;arrogant 10
SOCIAL;15;Hacker;Rescate.;Pago.;diligent 15;Ignoro.;arrogant 10;Contrato.;astute 15;Amenazo.;aggressive 10
SOCIAL;16;Amigo;Trabajo.;Contrato.;dependent 15;No.;diligent 15;Inventado.;cautious 10;CV.;altruism 10
SOCIAL;17;Burnout;Quemado.;Vendo.;self_preservation 15;CEO.;delegation 15;Retiro.;irresponsibility 15;Pastillas.;melodramatic 15
SOCIAL;18;Legal;Gris.;Tiro.;mischievous 10;Freno.;diligent 15;Lobby.;arrogant 10;Paraíso.;astute 10
SOCIAL;19;Haters;Reviews.;Agresivo.;excitable 15;Rediseño.;humility 15;Falsas.;mischievous 20;Lloro.;melodramatic 15
SOCIAL;20;Robar;Talento.;Ficho.;mercenary 15;Convenzo.;cautious 10;Externo.;mischievous 15;Paso.;diligent 10
SOCIAL;21;Fama;Forbes.;Disfruto.;narcissism 15;Impostor.;diligence 15;Vendo.;astute 15;Burla.;skepticism 10
SOCIAL;22;Code;Open.;Mío.;secretive 10;Todo.;altruism 15;Parte.;astute 15;Dinero.;diplomacy 10
SOCIAL;23;Becario;Idea.;Líder.;humility 15;Robo.;mischievous 15;Mato.;arrogant 20;Sueldo.;astute 10
SOCIAL;24;Factura;Error.;Despido.;cruel 15;Asumo.;locus_control 20;Lloro.;negotiation 10;Huyo.;mischievous 15
SOCIAL;25;Troll;Influencer.;Zasca.;excitable 10;Soborno.;bribery 10;Ignoro.;arrogant 10;Fakes.;mischievous 20
SOCIAL;26;Cultura;Tíos.;Sigo.;clique 10;Diversidad.;social_justice 15;Fotos.;mischievous 15;Curso.;cautious 10
SOCIAL;27;Crimen;Narcos.;Miro.;mercenary 10;Policía.;diligent 15;Crypto.;mischievous 20;Baneo.;cautious 10
SOCIAL;28;Despido;Rumor.;Miento.;mischievous 15;Verdad.;honesty 15;Vacio.;ambiguity_tolerance 10;Amenazo.;cruel 15
SOCIAL;29;Código;Malo.;Paro.;diligent 20;Parche.;cautious 10;Capas.;innovativeness 10;Externo.;delegation 10
SOCIAL;30;Crisis;Cisne.;Hiberno.;cautious 15;Pivoto.;innovativeness 25;Cierro.;honesty 15;Gasto.;risk_propensity 20
SOCIAL;31;Niebla;Futuro.;Avanzo.;ambiguity_tolerance 20 | self_efficacy 15;Congelo.;ambiguity_tolerance 5 | self_efficacy 5;Copio.;ambiguity_tolerance -5;Voto.;cautious 5
SOCIAL;32;Golpe;Cliente.;Asumo.;locus_control 20 | emotional_stability 15;Maldigo.;locus_control 5 | emotional_stability 5;Suplico.;locus_control -5;Día.;cautious 5
SOCIAL;33;Soledad;Decisión.;Decido.;autonomy 20 | self_efficacy 15;Mentor.;autonomy 5 | self_efficacy 5;Pos pongo.;autonomy -5;Tibia.;cautious 5
SOCIAL;34;Caos;Romper.;Sí.;innovativeness 20 | risk_propensity 15;No.;innovativeness 5 | risk_propensity 5;Piloto.;innovativeness -5;Espero.;cautious 5
SOCIAL;35;Meta;Alta.;Redoblo.;achievement 20 | locus_control 15;Bajo.;achievement 5 | locus_control 5;Culpo.;achievement -5;Abandono.;cautious 5
SOCIAL;36;Info;40%.;Intuición.;ambiguity_tolerance 20 | risk_propensity 15;Consultor.;ambiguity_tolerance 5 | risk_propensity 5;Espero.;ambiguity_tolerance -5;Suerte.;cautious 5
SOCIAL;37;Crítica;Redes.;Elegante.;emotional_stability 20 | self_efficacy 15;Enfado.;emotional_stability 5 | self_efficacy 5;Hundo.;emotional_stability -5;Escondo.;cautious 5
SOCIAL;38;Burocracia;Control.;Mínimo.;autonomy 20 | innovativeness 15;Total.;autonomy 5 | innovativeness 5;Caos.;autonomy -5;Copio.;cautious 5
SOCIAL;39;Esfuerzo;Resultado.;Resultado.;achievement 20 | locus_control 15;Felicito.;achievement 5 | locus_control 5;Quejo.;achievement -5;Bajo.;cautious 5
SOCIAL;40;Reinvención;Skill.;Aprendo.;achievement 20 | self_efficacy 15;Delego.;achievement 5 | self_efficacy 5;Ignoro.;achievement -5;Vendo.;cautious 5
SALUD;1;MVP;Lanzar.;Visión.;mischievous 15 | arrogant 5;Retraso.;diligent 10;Secreto.;cautious 10;Beta.;achievement 20
SALUD;2;Inversor;Dinero.;Firmo.;risk_propensity 15;Rechazo.;arrogant 10;Negocio.;negotiation 10;Familia.;cautious 10
SALUD;3;Pivote;Cambio.;Pivoto.;innovativeness 20;Sigo.;arrogant 10;Doble.;imaginative 10;Vendo.;mercenary 10
SALUD;4;Tirano;CTO.;Despido.;emotional_stability 15;Aíslo.;astute 10;Coach.;optimism 10;Apoyo.;achievement 15
SALUD;5;Spam;Growth.;Hazlo.;mischievous 20;No.;diligent 15;Falso.;mischievous 15;Legal.;cautious 10
SALUD;6;Caída;Server.;Grito.;excitable 15;Calma.;emotional_stability 20;Tweet.;imaginative 10;Consultor.;dependent 15
SALUD;7;Venta;Google.;Vendo.;cautious 10;No.;arrogant 15;Protección.;negotiation 10;Doble.;astute 10
SALUD;8;Deuda;Chapuza.;Hago.;achievement 15;No.;arrogant 10;Consultoría.;astute 15;Mentira.;mischievous 15
SALUD;9;Amazon;Competencia.;Pánico.;excitable 15;Nicho.;astute 15;Guerra.;melodramatic 10;Ignoro.;emotional_stability 20
SALUD;10;Métricas;Reporte.;Maquillo.;mischievous 15;Verdad.;diligent 15;Cambio.;astute 10;Nada.;passive_aggressive 15
SALUD;11;Remoto;Equipo.;Oficina.;arrogant 10;Remoto.;innovativeness 15;Local.;cautious 10;Espía.;skeptical 15
SALUD;12;Nómina;Dinero.;Gratis.;leadership 15;Crédito.;self_sacrifice 15;Despido.;toughness 15;Miento.;mischievous 20
SALUD;13;Moda;IA.;Jugar.;innovativeness 20;Foco.;diligent 15;Mentira.;mischievous 15;Pivote.;impulsive 15
SALUD;14;Unit;Pérdida.;Servicios.;cautious 10;Sigo.;mischievous 10;Vendo.;mercenary 10;Precio.;arrogant 10
SALUD;15;Hacker;Rescate.;Pago.;diligent 15;Ignoro.;arrogant 10;Contrato.;astute 15;Amenazo.;aggressive 10
SALUD;16;Amigo;Trabajo.;Contrato.;dependent 15;No.;diligent 15;Inventado.;cautious 10;CV.;altruism 10
SALUD;17;Burnout;Quemado.;Vendo.;self_preservation 15;CEO.;delegation 15;Retiro.;irresponsibility 15;Pastillas.;melodramatic 15
SALUD;18;Legal;Gris.;Tiro.;mischievous 10;Freno.;diligent 15;Lobby.;arrogant 10;Paraíso.;astute 10
SALUD;19;Haters;Reviews.;Agresivo.;excitable 15;Rediseño.;humility 15;Falsas.;mischievous 20;Lloro.;melodramatic 15
SALUD;20;Robar;Talento.;Ficho.;mercenary 15;Convenzo.;cautious 10;Externo.;mischievous 15;Paso.;diligent 10
SALUD;21;Fama;Forbes.;Disfruto.;narcissism 15;Impostor.;diligence 15;Vendo.;astute 15;Burla.;skepticism 10
SALUD;22;Code;Open.;Mío.;secretive 10;Todo.;altruism 15;Parte.;astute 15;Dinero.;diplomacy 10
SALUD;23;Becario;Idea.;Líder.;humility 15;Robo.;mischievous 15;Mato.;arrogant 20;Sueldo.;astute 10
SALUD;24;Factura;Error.;Despido.;cruel 15;Asumo.;locus_control 20;Lloro.;negotiation 10;Huyo.;mischievous 15
SALUD;25;Troll;Influencer.;Zasca.;excitable 10;Soborno.;bribery 10;Ignoro.;arrogant 10;Fakes.;mischievous 20
SALUD;26;Cultura;Tíos.;Sigo.;clique 10;Diversidad.;social_justice 15;Fotos.;mischievous 15;Curso.;cautious 10
SALUD;27;Crimen;Narcos.;Miro.;mercenary 10;Policía.;diligent 15;Crypto.;mischievous 20;Baneo.;cautious 10
SALUD;28;Despido;Rumor.;Miento.;mischievous 15;Verdad.;honesty 15;Vacio.;ambiguity_tolerance 10;Amenazo.;cruel 15
SALUD;29;Código;Malo.;Paro.;diligent 20;Parche.;cautious 10;Capas.;innovativeness 10;Externo.;delegation 10
SALUD;30;Crisis;Cisne.;Hiberno.;cautious 15;Pivoto.;innovativeness 25;Cierro.;honesty 15;Gasto.;risk_propensity 20
SALUD;31;Niebla;Futuro.;Avanzo.;ambiguity_tolerance 20 | self_efficacy 15;Congelo.;ambiguity_tolerance 5 | self_efficacy 5;Copio.;ambiguity_tolerance -5;Voto.;cautious 5
SALUD;32;Golpe;Cliente.;Asumo.;locus_control 20 | emotional_stability 15;Maldigo.;locus_control 5 | emotional_stability 5;Suplico.;locus_control -5;Día.;cautious 5
SALUD;33;Soledad;Decisión.;Decido.;autonomy 20 | self_efficacy 15;Mentor.;autonomy 5 | self_efficacy 5;Pos pongo.;autonomy -5;Tibia.;cautious 5
SALUD;34;Caos;Romper.;Sí.;innovativeness 20 | risk_propensity 15;No.;innovativeness 5 | risk_propensity 5;Piloto.;innovativeness -5;Espero.;cautious 5
SALUD;35;Meta;Alta.;Redoblo.;achievement 20 | locus_control 15;Bajo.;achievement 5 | locus_control 5;Culpo.;achievement -5;Abandono.;cautious 5
SALUD;36;Info;40%.;Intuición.;ambiguity_tolerance 20 | risk_propensity 15;Consultor.;ambiguity_tolerance 5 | risk_propensity 5;Espero.;ambiguity_tolerance -5;Suerte.;cautious 5
SALUD;37;Crítica;Redes.;Elegante.;emotional_stability 20 | self_efficacy 15;Enfado.;emotional_stability 5 | self_efficacy 5;Hundo.;emotional_stability -5;Escondo.;cautious 5
SALUD;38;Burocracia;Control.;Mínimo.;autonomy 20 | innovativeness 15;Total.;autonomy 5 | innovativeness 5;Caos.;autonomy -5;Copio.;cautious 5
SALUD;39;Esfuerzo;Resultado.;Resultado.;achievement 20 | locus_control 15;Felicito.;achievement 5 | locus_control 5;Quejo.;achievement -5;Bajo.;cautious 5
SALUD;40;Reinvención;Skill.;Aprendo.;achievement 20 | self_efficacy 15;Delego.;achievement 5 | self_efficacy 5;Ignoro.;achievement -5;Vendo.;cautious 5
